rank,geartype,name,mmsi,flag,port,km,near,dist_agree,delta,kn,h,vend,fish,vid,flag_gfw,flag_greatcircle
0.5995,TRAWLERS,YUEXINHUIYU01236,412467374,CHN,zhuhai,127.5,131.7,DIFFER,0.0317,8.6,8.0,2023-09-04T14:34:39.000Z,2023-09-04T22:37:20.000Z,613eaf567-745a-1094-7706-d183ab26306e,TFCCTF{412467374_zhuhai_04.09.2023_10:37_PM_131.7},TFCCTF{412467374_zhuhai_04.09.2023_10:37_PM_127.5}
0.5958,TRAWLERS,BACALAM,630124008,GNB,bissau,162.9,168.6,DIFFER,0.0334,8.7,10.2,2023-08-31T16:03:46.000Z,2023-09-01T02:12:50.000Z,1ea684eb3-34e7-885e-a813-29bcbce1f753,TFCCTF{630124008_bissau_01.09.2023_02:12_AM_168.6},TFCCTF{630124008_bissau_01.09.2023_02:12_AM_162.9}
0.5903,TRAWLERS,ZAMBEZI,659245000,NAM,walvis bay,119.9,125.0,DIFFER,0.0409,10.1,6.4,2023-08-31T21:05:11.000Z,2023-09-01T03:30:00.000Z,3bde07f86-662d-bc20-5b41-076d567e0fee,TFCCTF{659245000_walvis bay_01.09.2023_03:30_AM_125.0},TFCCTF{659245000_walvis bay_01.09.2023_03:30_AM_119.9}
0.5888,TRAWLERS,MYS MURAVJEVA,273892200,RUS,petropavlovsk,98.5,94.5,DIFFER,0.0403,10.5,5.1,2023-09-28T15:27:44.000Z,2023-09-28T20:32:05.000Z,bf434a1b5-5195-f66e-131a-2f3e0a99ea8b,TFCCTF{273892200_petropavlovsk_28.09.2023_08:32_PM_94.5},TFCCTF{273892200_petropavlovsk_28.09.2023_08:32_PM_98.5}
0.5822,TRAWLERS,RI457 KIRSTEN FJORD,219793000,DNK,hvide sande,112.7,108.7,DIFFER,0.0349,8.7,7.0,2023-09-03T22:55:08.000Z,2023-09-04T05:56:19.000Z,a669c93c0-0a7f-0946-7ac9-9960ad3c4b73,TFCCTF{219793000_hvide sande_04.09.2023_05:56_AM_108.7},TFCCTF{219793000_hvide sande_04.09.2023_05:56_AM_112.7}
0.579,TRAWLERS,40038,250400442,IRL,zhuhai,110.8,115.1,DIFFER,0.0378,11.1,5.4,2023-09-04T06:17:11.000Z,2023-09-04T11:41:26.000Z,dfd3507ab-b1af-cd03-653f-9dadb7026885,TFCCTF{250400442_zhuhai_04.09.2023_11:41_AM_115.1},TFCCTF{250400442_zhuhai_04.09.2023_11:41_AM_110.8}
0.5706,SET_GILLNETS,"A.`%,! 2",249000942,MLT,marsaxlokk,69.7,72.1,DIFFER,0.033,8.4,4.5,2023-09-13T01:17:11.000Z,2023-09-13T05:46:12.000Z,bc4ef92bc-c574-2f46-9496-2a3562dcf800,TFCCTF{249000942_marsaxlokk_13.09.2023_05:46_AM_72.1},TFCCTF{249000942_marsaxlokk_13.09.2023_05:46_AM_69.7}
0.5683,POLE_AND_LINE,JESSICA 1,760066412,PER,la punta anchorage,73.4,76.6,DIFFER,0.0418,9.4,4.2,2023-09-04T14:42:24.000Z,2023-09-04T18:55:47.000Z,a53cd62c0-057d-b38d-e799-79a6cd8ea7dc,TFCCTF{760066412_la punta anchorage_04.09.2023_06:55_PM_76.6},TFCCTF{760066412_la punta anchorage_04.09.2023_06:55_PM_73.4}
0.5682,FIXED_GEAR,YURYO MARU NO18,431009476,JPN,kushiro,75.1,74.5,DIFFER,0.0076,7.2,5.6,2023-09-27T06:55:52.000Z,2023-09-27T12:33:09.000Z,6deb10417-77d2-0dba-3a05-6791d7205783,TFCCTF{431009476_kushiro_27.09.2023_12:33_PM_74.5},TFCCTF{431009476_kushiro_27.09.2023_12:33_PM_75.1}
0.5635,TRAWLERS,EMPESUR 5,701006204,ARG,puerto deseado,240.0,248.6,DIFFER,0.0345,8.4,15.3,2023-09-09T01:06:04.000Z,2023-09-09T16:26:44.000Z,c0b4d0901-1d14-1545-5558-8941331dd960,TFCCTF{701006204_puerto deseado_09.09.2023_04:26_PM_248.6},TFCCTF{701006204_puerto deseado_09.09.2023_04:26_PM_240.0}
0.5627,SET_LONGLINES,NOVO MILENIO,263500321,PRT,peniche,74.5,72.2,DIFFER,0.0316,8.2,4.9,2023-08-31T22:10:37.000Z,2023-09-01T03:04:03.000Z,94653c0f1-17e5-291a-fb65-465e6d346c36,TFCCTF{263500321_peniche_01.09.2023_03:04_AM_72.2},TFCCTF{263500321_peniche_01.09.2023_03:04_AM_74.5}
0.5625,FIXED_GEAR,LUCAS & REBECCA,316005063,CAN,sambro,192.6,197.0,DIFFER,0.0223,7.7,13.5,2023-09-07T21:27:21.000Z,2023-09-08T10:54:58.000Z,2dd976214-4ff3-9cb1-4fc1-90b5ce453854,TFCCTF{316005063_sambro_08.09.2023_10:54_AM_197.0},TFCCTF{316005063_sambro_08.09.2023_10:54_AM_192.6}
0.5604,TRAWLERS,ZHEPUYU21105,412422638,CHN,ningbo,54.3,53.7,DIFFER,0.0112,7.3,4.0,2023-09-03T08:44:36.000Z,2023-09-03T12:46:01.000Z,5faa96a0d-d430-7184-6cb7-79ccbe331f3e,TFCCTF{412422638_ningbo_03.09.2023_12:46_PM_53.7},TFCCTF{412422638_ningbo_03.09.2023_12:46_PM_54.3}
0.5593,TRAWLERS,YUEHUILAIYU43571,412466746,CHN,shenquan,58.8,58.0,DIFFER,0.0137,7.4,4.3,2023-09-06T00:14:42.000Z,2023-09-06T04:33:11.000Z,3b9d42b41-1d94-8035-3485-ec502ac36f1a,TFCCTF{412466746_shenquan_06.09.2023_04:33_AM_58.0},TFCCTF{412466746_shenquan_06.09.2023_04:33_AM_58.8}
0.5581,TRAWLERS,JUPITER,701000924,ARG,mar del plata,116.7,112.0,DIFFER,0.0408,9.0,7.0,2023-09-08T14:32:45.000Z,2023-09-08T21:31:26.000Z,e522cd611-1c79-bca2-3e04-c1cdb57e662a,TFCCTF{701000924_mar del plata_08.09.2023_09:31_PM_112.0},TFCCTF{701000924_mar del plata_08.09.2023_09:31_PM_116.7}
0.5581,TRAWLERS,DONA ROSARIO,730153924,COL,buenaventura,85.9,86.0,DIFFER,0.0006,7.0,6.7,2023-09-30T03:09:53.000Z,2023-09-30T09:49:56.000Z,4f3f1b78e-efb2-4029-0a43-bb19e9642bbd,TFCCTF{730153924_buenaventura_30.09.2023_09:49_AM_86.0},TFCCTF{730153924_buenaventura_30.09.2023_09:49_AM_85.9}
0.5565,INCONCLUSIVE,YUH CHANG NO  11,123456,,apia,218.5,221.6,DIFFER,0.0144,7.4,16.0,2023-09-04T03:52:44.000Z,2023-09-04T19:52:12.000Z,8388674d1-16fd-2dc4-fe13-26807822b939,TFCCTF{123456_apia_04.09.2023_07:52_PM_221.6},TFCCTF{123456_apia_04.09.2023_07:52_PM_218.5}
0.5559,FIXED_GEAR,EARLY DAWN,366940480,USA,dutch harbor,266.6,258.3,DIFFER,0.0313,8.2,17.6,2023-09-01T22:20:19.000Z,2023-09-02T15:58:38.000Z,d633ba1b8-862d-cf25-f08c-4567898bddfb,TFCCTF{366940480_dutch harbor_02.09.2023_03:58_PM_258.3},TFCCTF{366940480_dutch harbor_02.09.2023_03:58_PM_266.6}
0.5548,FISHING,LURONGYU71189,412329700,CHN,shidao,94.0,89.9,DIFFER,0.0441,10.4,4.9,2023-09-07T18:28:09.000Z,2023-09-07T23:22:24.000Z,b07065957-715d-6743-62f5-01d700b3da3f,TFCCTF{412329700_shidao_07.09.2023_11:22_PM_89.9},TFCCTF{412329700_shidao_07.09.2023_11:22_PM_94.0}
0.5498,FISHING,MAXIMUS CASTRO,659388000,NAM,walvis bay,599.4,595.8,DIFFER,0.0061,7.1,45.8,2023-09-27T10:19:43.000Z,2023-09-29T08:05:02.000Z,8c9f2937c-c4f7-30b3-9a04-252ae5c5e0b4,TFCCTF{659388000_walvis bay_29.09.2023_08:05_AM_595.8},TFCCTF{659388000_walvis bay_29.09.2023_08:05_AM_599.4}
0.5492,DRIFTING_LONGLINES,SANT TUDY,660006400,REU,reunion,100.6,99.3,DIFFER,0.0127,7.3,7.5,2023-09-04T09:05:48.000Z,2023-09-04T16:33:52.000Z,8f3701a72-2d17-7a8d-cbd3-1e1bbd1c514b,TFCCTF{660006400_reunion_04.09.2023_04:33_PM_99.3},TFCCTF{660006400_reunion_04.09.2023_04:33_PM_100.6}
0.5477,DRIFTING_LONGLINES,LE GRAND MORNE,660000300,REU,reunion,254.2,255.2,DIFFER,0.004,7.0,19.6,2023-09-20T04:47:56.000Z,2023-09-21T00:24:06.000Z,8c01fe0aa-a545-95d6-c32a-dacc2d07e52e,TFCCTF{660000300_reunion_21.09.2023_12:24_AM_255.2},TFCCTF{660000300_reunion_21.09.2023_12:24_AM_254.2}
0.5404,FISHING,ZHEDAIYU17526,412427444,CHN,shanghai,127.7,122.5,DIFFER,0.0412,8.8,7.8,2023-09-03T09:08:04.000Z,2023-09-03T16:56:25.000Z,6aa3afddf-f4b5-d8ba-7552-df37e765a822,TFCCTF{412427444_shanghai_03.09.2023_04:56_PM_122.5},TFCCTF{412427444_shanghai_03.09.2023_04:56_PM_127.7}
0.5403,DRIFTING_LONGLINES,WILLIAM ROBERT,316036501,CAN,canso,221.2,223.4,DIFFER,0.0096,7.1,16.8,2023-09-11T13:49:42.000Z,2023-09-12T06:34:55.000Z,ec1dfaf6b-b893-82d1-098e-655e2bc0f584,TFCCTF{316036501_canso_12.09.2023_06:34_AM_223.4},TFCCTF{316036501_canso_12.09.2023_06:34_AM_221.2}
0.5359,DRIFTING_LONGLINES,KAISINMARU NO.1,431602092,JPN,choshi,935.2,898.9,DIFFER,0.0387,8.5,59.2,2023-09-14T04:48:55.000Z,2023-09-16T15:57:58.000Z,f0ec8ae23-3ef8-7a91-df1f-71d20376b51e,TFCCTF{431602092_choshi_16.09.2023_03:57_PM_898.9},TFCCTF{431602092_choshi_16.09.2023_03:57_PM_935.2}
0.5319,TRAWLERS,ARBUMASA XV,701000708,ARG,puerto deseado,244.4,233.0,DIFFER,0.0465,9.7,13.6,2023-09-08T06:05:47.000Z,2023-09-08T19:44:26.000Z,03d12278a-a35b-ce50-918b-673e1bca4940,TFCCTF{701000708_puerto deseado_08.09.2023_07:44_PM_233.0},TFCCTF{701000708_puerto deseado_08.09.2023_07:44_PM_244.4}
0.5292,SET_LONGLINES,ALBIUS,635218000,ATF,reunion,845.9,819.3,DIFFER,0.0314,12.0,37.9,2023-09-25T09:27:43.000Z,2023-09-26T23:24:26.000Z,51fca1838-85e5-2bc0-dc47-2c07ae9fd186,TFCCTF{635218000_reunion_26.09.2023_11:24_PM_819.3},TFCCTF{635218000_reunion_26.09.2023_11:24_PM_845.9}
0.5292,SET_LONGLINES,LIFE SENTENCE,316039282,CAN,canso,231.8,232.3,DIFFER,0.0022,6.9,18.2,2023-09-11T19:22:11.000Z,2023-09-12T13:36:13.000Z,ec6f49dae-ef8e-272c-16a8-ee7afb42035a,TFCCTF{316039282_canso_12.09.2023_01:36_PM_232.3},TFCCTF{316039282_canso_12.09.2023_01:36_PM_231.8}
0.5268,SQUID_JIGGER,LU YAN YUAN YU 008,412331036,CHN,callao,518.4,494.2,DIFFER,0.0466,9.5,29.3,2023-09-19T18:40:00.000Z,2023-09-21T00:00:08.000Z,fbe37c19a-a27d-1055-1889-7be42c0ad8fe,TFCCTF{412331036_callao_21.09.2023_12:00_AM_494.2},TFCCTF{412331036_callao_21.09.2023_12:00_AM_518.4}
0.5252,SET_LONGLINES,KING KAULUMA,659262000,NAM,walvis bay,343.2,342.3,DIFFER,0.0027,6.9,27.0,2023-09-02T11:40:00.000Z,2023-09-03T14:41:14.000Z,9dc659c84-4ba7-1628-bd05-4708cef248eb,TFCCTF{659262000_walvis bay_03.09.2023_02:41_PM_342.3},TFCCTF{659262000_walvis bay_03.09.2023_02:41_PM_343.2}
0.5195,TUNA_PURSE_SEINES,ADRIANA,735058904,ECU,manta,287.2,283.9,DIFFER,0.0114,7.1,21.9,2023-09-23T04:03:36.000Z,2023-09-24T01:58:01.000Z,3d7b3c8fa-a636-ba75-f408-8f86d4e71537,TFCCTF{735058904_manta_24.09.2023_01:58_AM_283.9},TFCCTF{735058904_manta_24.09.2023_01:58_AM_287.2}
0.519,SET_GILLNETS,SANDOEYJENTA,257190140,NOR,mandal,69.5,70.1,DIFFER,0.0092,7.0,5.4,2023-09-08T10:05:00.000Z,2023-09-08T15:26:10.000Z,0b43c0e1e-e920-3162-a80a-2f233addf5e4,TFCCTF{257190140_mandal_08.09.2023_03:26_PM_70.1},TFCCTF{257190140_mandal_08.09.2023_03:26_PM_69.5}
0.5178,TRAWLERS,SALVADOR R,701006409,ARG,mar del plata,209.3,208.4,DIFFER,0.0044,6.9,16.5,2023-09-07T15:03:36.000Z,2023-09-08T07:31:11.000Z,3e1948598-8f20-eab0-184e-0325bada32a0,TFCCTF{701006409_mar del plata_08.09.2023_07:31_AM_208.4},TFCCTF{701006409_mar del plata_08.09.2023_07:31_AM_209.3}
0.5154,TRAWLERS,F.V. COOK CANYON,512000842,NZL,greymouth,242.2,238.7,DIFFER,0.0143,7.1,18.3,2023-09-01T02:33:14.000Z,2023-09-01T20:51:07.000Z,1cf65b2bc-c109-65d9-8e27-3f0e87c1553e,TFCCTF{512000842_greymouth_01.09.2023_08:51_PM_238.7},TFCCTF{512000842_greymouth_01.09.2023_08:51_PM_242.2}
0.5141,TRAWLERS,YUEXINHUIYU01239,412462907,CHN,zhuhai,137.4,131.1,DIFFER,0.0463,9.2,8.1,2023-09-04T11:02:53.000Z,2023-09-04T19:08:16.000Z,bf83c075d-d6fc-4c77-a17e-48dc7016eeed,TFCCTF{412462907_zhuhai_04.09.2023_07:08_PM_131.1},TFCCTF{412462907_zhuhai_04.09.2023_07:08_PM_137.4}
0.513,FISHING,YUE HUI LAI YU 22272,412422272,CHN,jinghai,88.9,85.2,DIFFER,0.0413,11.5,4.2,2023-09-09T14:42:04.000Z,2023-09-09T18:53:14.000Z,658eb3696-64a6-9ef3-c41b-91719b57db49,TFCCTF{412422272_jinghai_09.09.2023_06:53_PM_85.2},TFCCTF{412422272_jinghai_09.09.2023_06:53_PM_88.9}
0.5121,TRAWLERS,MFV DEBORAH,205162000,BEL,thyboron,132.0,125.6,DIFFER,0.0485,10.3,6.9,2023-09-01T08:09:02.000Z,2023-09-01T15:03:41.000Z,d8ef6bcc4-4a35-e37f-e90d-66fe318388ab,TFCCTF{205162000_thyboron_01.09.2023_03:03_PM_125.6},TFCCTF{205162000_thyboron_01.09.2023_03:03_PM_132.0}
0.5101,TRAWLERS,ALASKA WARRIOR,338250000,USA,dutch harbor,271.4,260.9,DIFFER,0.0386,11.7,12.5,2023-09-04T04:50:04.000Z,2023-09-04T17:19:52.000Z,321108bc5-565c-55b5-9117-1f56418e31b4,TFCCTF{338250000_dutch harbor_04.09.2023_05:19_PM_260.9},TFCCTF{338250000_dutch harbor_04.09.2023_05:19_PM_271.4}
0.5064,FIXED_GEAR,BODIL,235078256,GBR,thyboron,93.0,89.2,DIFFER,0.0407,8.4,6.0,2023-09-01T00:49:36.000Z,2023-09-01T06:48:06.000Z,203c13a98-8c67-36c2-af13-c990379a2f5d,TFCCTF{235078256_thyboron_01.09.2023_06:48_AM_89.2},TFCCTF{235078256_thyboron_01.09.2023_06:48_AM_93.0}
0.5046,TRAWLERS,ARGENOVA II,701000546,ARG,puerto deseado,258.1,247.4,DIFFER,0.0412,8.4,16.5,2023-09-03T13:42:46.000Z,2023-09-04T06:13:20.000Z,414df2e9f-f0ff-4fe6-6d10-dc84b522d937,TFCCTF{701000546_puerto deseado_04.09.2023_06:13_AM_247.4},TFCCTF{701000546_puerto deseado_04.09.2023_06:13_AM_258.1}
0.4957,FISHING,107EO JIN,440090860,KOR,seogwipo,335.6,320.0,DIFFER,0.0464,8.9,20.4,2023-09-02T23:22:43.000Z,2023-09-03T19:46:16.000Z,1db1dd326-6ca5-5a59-e364-5882df917841,TFCCTF{440090860_seogwipo_03.09.2023_07:46_PM_320.0},TFCCTF{440090860_seogwipo_03.09.2023_07:46_PM_335.6}
0.494,TUNA_PURSE_SEINES,JABBUK,538060020,MHL,majuro,182.0,179.8,DIFFER,0.012,7.0,14.1,2023-09-07T03:03:57.000Z,2023-09-07T17:11:00.000Z,36f79ad3e-e9b7-9035-2518-38ea629911a5,TFCCTF{538060020_majuro_07.09.2023_05:11_PM_179.8},TFCCTF{538060020_majuro_07.09.2023_05:11_PM_182.0}
0.494,SET_GILLNETS,907 NAM YANG,440129930,KOR,seogwipo,293.8,288.2,DIFFER,0.0191,7.2,22.1,2023-09-02T06:36:30.000Z,2023-09-03T04:40:08.000Z,7a3c4f875-571b-bab6-72a2-edd6b25accf3,TFCCTF{440129930_seogwipo_03.09.2023_04:40_AM_288.2},TFCCTF{440129930_seogwipo_03.09.2023_04:40_AM_293.8}
0.494,TRAWLERS,PHIDEAUX,367548880,USA,wanchese,71.2,67.7,DIFFER,0.0495,9.4,4.1,2023-09-21T09:55:37.000Z,2023-09-21T14:00:34.000Z,f9e00d793-3e03-a8b7-a6d3-5198c2b71001,TFCCTF{367548880_wanchese_21.09.2023_02:00_PM_67.7},TFCCTF{367548880_wanchese_21.09.2023_02:00_PM_71.2}
0.4924,SET_GILLNETS,CHUBEI MARU NO.21,431200417,JPN,shimoda,367.4,364.2,DIFFER,0.0087,6.9,28.9,2023-09-09T18:54:02.000Z,2023-09-10T23:49:47.000Z,26d5745db-bded-076f-f6b9-b9df31a8536c,TFCCTF{431200417_shimoda_10.09.2023_11:49_PM_364.2},TFCCTF{431200417_shimoda_10.09.2023_11:49_PM_367.4}
0.4908,TRAWLERS,DOM LUCAS S,9121314,,itajai,64.3,62.7,DIFFER,0.0251,7.4,4.7,2023-09-01T19:45:03.000Z,2023-09-02T00:26:27.000Z,6ead13640-0bba-b82b-944f-ec196e50d12d,TFCCTF{9121314_itajai_02.09.2023_12:26_AM_62.7},TFCCTF{9121314_itajai_02.09.2023_12:26_AM_64.3}
0.4901,FIXED_GEAR,ALETTA,251499440,ISL,sudureyri,82.6,78.7,DIFFER,0.0467,8.8,5.0,2023-09-13T19:06:58.000Z,2023-09-14T00:09:41.000Z,4a15bd49f-f930-cf0e-785e-cdaec4ff8048,TFCCTF{251499440_sudureyri_14.09.2023_12:09_AM_78.7},TFCCTF{251499440_sudureyri_14.09.2023_12:09_AM_82.6}
0.4889,FISHING,YUAN JIA 1,412421129,CHN,callao,568.6,570.4,DIFFER,0.0033,6.7,45.9,2023-09-10T01:35:21.000Z,2023-09-11T23:26:30.000Z,b1024a821-11fa-d0c9-a19b-7fd00b283fb7,TFCCTF{412421129_callao_11.09.2023_11:26_PM_570.4},TFCCTF{412421129_callao_11.09.2023_11:26_PM_568.6}
0.4876,TRAWLERS,TOUAJIL,654045600,MRT,cansado,156.3,157.4,DIFFER,0.0068,6.8,12.4,2023-09-08T18:42:48.000Z,2023-09-09T07:09:37.000Z,4fcfbeb99-92d9-155a-d1e4-4ebce24dc5f8,TFCCTF{654045600_cansado_09.09.2023_07:09_AM_157.4},TFCCTF{654045600_cansado_09.09.2023_07:09_AM_156.3}
0.4876,FISHING,ZHEPUYU12888,412410545,CHN,ningbo,63.0,63.0,SAME,0.0004,6.6,5.1,2023-09-04T07:46:26.000Z,2023-09-04T12:54:38.000Z,5a469c8b3-3f18-84aa-ab01-b7078430032b,TFCCTF{412410545_ningbo_04.09.2023_12:54_PM_63.0},TFCCTF{412410545_ningbo_04.09.2023_12:54_PM_63.0}
0.4857,SQUID_JIGGER,JING YUAN 601,412677320,CHN,callao,715.4,700.3,DIFFER,0.0211,7.2,53.5,2023-09-07T18:03:27.000Z,2023-09-09T23:36:11.000Z,170020ebb-b587-86af-eec2-be7027c16800,TFCCTF{412677320_callao_09.09.2023_11:36_PM_700.3},TFCCTF{412677320_callao_09.09.2023_11:36_PM_715.4}
0.484,FISHING,LURONGYU56955,412330557,CHN,shidao,93.6,88.8,DIFFER,0.0516,9.9,5.1,2023-09-26T08:55:11.000Z,2023-09-26T14:01:00.000Z,ea9d7e9f6-62c8-2ab5-ec45-ced9a10cc828,TFCCTF{412330557_shidao_26.09.2023_02:01_PM_88.8},TFCCTF{412330557_shidao_26.09.2023_02:01_PM_93.6}
0.4832,TRAWLERS,RIODOMAR CUARTO,224009000,ESP,cansado,126.5,131.5,DIFFER,0.0379,8.0,8.5,2023-09-03T11:33:45.000Z,2023-09-03T20:06:26.000Z,f98e773d9-9f32-9ebb-15d9-21c905db40b0,TFCCTF{224009000_cansado_03.09.2023_08:06_PM_131.5},TFCCTF{224009000_cansado_03.09.2023_08:06_PM_126.5}
0.4815,TRAWLERS,DRYSDALE,512002241,NZL,bluff,509.6,494.5,DIFFER,0.0296,7.5,36.5,2023-09-07T02:20:26.000Z,2023-09-08T14:51:54.000Z,25afafb42-2727-ace5-89f1-d037188dd77d,TFCCTF{512002241_bluff_08.09.2023_02:51_PM_494.5},TFCCTF{512002241_bluff_08.09.2023_02:51_PM_509.6}
0.4779,DRIFTING_LONGLINES,IMULA 0324 NBO,417032431,LKA,colombo,166.9,162.8,DIFFER,0.0249,7.3,12.3,2023-09-21T21:14:06.000Z,2023-09-22T09:33:53.000Z,0f0851605-5d54-94f5-d94a-05ea1512a404,TFCCTF{417032431_colombo_22.09.2023_09:33_AM_162.8},TFCCTF{417032431_colombo_22.09.2023_09:33_AM_166.9}
0.4773,FISHING,SERENA 2,576825000,VUT,london,154.4,159.3,DIFFER,0.0307,12.4,6.7,2023-09-29T00:45:54.000Z,2023-09-29T07:28:04.000Z,bbe884fb7-7185-d9ea-403f-807746a85f59,TFCCTF{576825000_london_29.09.2023_07:28_AM_159.3},TFCCTF{576825000_london_29.09.2023_07:28_AM_154.4}
0.4768,TRAWLERS,DORADO,630123008,GNB,banjul,75.9,77.8,DIFFER,0.0236,7.3,5.7,2023-09-26T12:03:35.000Z,2023-09-26T17:42:51.000Z,9f385c9f2-2c79-03a5-d112-814e9b8bc733,TFCCTF{630123008_banjul_26.09.2023_05:42_PM_77.8},TFCCTF{630123008_banjul_26.09.2023_05:42_PM_75.9}
0.4751,SQUID_JIGGER,NING TAI 26,412420469,CHN,callao,507.0,509.4,DIFFER,0.0047,6.7,41.1,2023-09-15T06:54:37.000Z,2023-09-17T00:00:16.000Z,b63378d05-5b1d-e67b-6b4e-823952f66e94,TFCCTF{412420469_callao_17.09.2023_12:00_AM_509.4},TFCCTF{412420469_callao_17.09.2023_12:00_AM_507.0}
0.4749,SET_LONGLINES,CHANNA SEA,368147390,USA,newport,55.8,55.9,DIFFER,0.0013,6.6,4.6,2023-09-16T01:51:30.000Z,2023-09-16T06:26:29.000Z,8b2404373-3a0b-a73f-e678-a226a88e1201,TFCCTF{368147390_newport_16.09.2023_06:26_AM_55.9},TFCCTF{368147390_newport_16.09.2023_06:26_AM_55.8}
0.4733,TRAWLERS,PEONY-4,242068400,MAR,dakhla,98.4,93.3,DIFFER,0.0519,9.5,5.6,2023-08-31T18:29:00.000Z,2023-09-01T00:04:29.000Z,f92fefa95-584a-70a2-a4be-ac86e8543128,TFCCTF{242068400_dakhla_01.09.2023_12:04_AM_93.3},TFCCTF{242068400_dakhla_01.09.2023_12:04_AM_98.4}
0.4726,FISHING,CHARLOTTE M,367512190,USA,westport,75.5,77.9,DIFFER,0.0307,7.5,5.4,2023-09-28T21:15:55.000Z,2023-09-29T02:41:00.000Z,7f61e9a86-6ad1-a01e-b32f-5edf92935e7a,TFCCTF{367512190_westport_29.09.2023_02:41_AM_77.9},TFCCTF{367512190_westport_29.09.2023_02:41_AM_75.5}
0.472,FISHING,YUEYANGDONGYU19189,412463668,CHN,zhuhai,103.5,98.1,DIFFER,0.0521,10.5,5.3,2023-09-04T17:13:09.000Z,2023-09-04T22:32:41.000Z,0977f7e84-4479-d73d-6cb3-39f37bbaedbb,TFCCTF{412463668_zhuhai_04.09.2023_10:32_PM_98.1},TFCCTF{412463668_zhuhai_04.09.2023_10:32_PM_103.5}
0.4718,FIXED_GEAR,501 TAE KWANG HO,440137010,KOR,ulsan,89.3,85.4,DIFFER,0.0438,8.3,5.8,2023-09-08T14:50:30.000Z,2023-09-08T20:37:51.000Z,2da08a4b3-3ef1-fe09-e3c3-8dd6eb9de0fe,TFCCTF{440137010_ulsan_08.09.2023_08:37_PM_85.4},TFCCTF{440137010_ulsan_08.09.2023_08:37_PM_89.3}
0.4698,DRIFTING_LONGLINES,HUA NAN YU 769,412467334,CHN,majuro,489.3,489.8,DIFFER,0.001,6.5,40.4,2023-09-03T02:48:00.000Z,2023-09-04T19:10:04.000Z,cf47cb206-6d35-110b-5ecc-0ea42fa5cc99,TFCCTF{412467334_majuro_04.09.2023_07:10_PM_489.8},TFCCTF{412467334_majuro_04.09.2023_07:10_PM_489.3}
0.4672,TRAWLERS,ATLANTIC ORION,312833000,BLZ,cansado,99.6,101.8,DIFFER,0.0222,7.1,7.5,2023-09-02T16:58:45.000Z,2023-09-03T00:30:12.000Z,a06fb787c-cbbf-afae-504c-96ea92d49e57,TFCCTF{312833000_cansado_03.09.2023_12:30_AM_101.8},TFCCTF{312833000_cansado_03.09.2023_12:30_AM_99.6}
0.4668,TRAWLERS,ARCTICEXPLORER,367108570,USA,akutan,82.6,80.6,DIFFER,0.0241,7.2,6.2,2023-08-31T22:53:56.000Z,2023-09-01T05:05:14.000Z,cdbffdff6-6a4c-e776-10a7-29a56dcc13fd,TFCCTF{367108570_akutan_01.09.2023_05:05_AM_80.6},TFCCTF{367108570_akutan_01.09.2023_05:05_AM_82.6}
0.4655,SQUID_JIGGER,OUYA9,412439588,CHN,callao,685.4,654.3,DIFFER,0.0454,8.4,44.1,2023-09-05T03:27:05.000Z,2023-09-06T23:30:23.000Z,3e789ff66-69c5-8e07-39ca-e93d1044d63e,TFCCTF{412439588_callao_06.09.2023_11:30_PM_654.3},TFCCTF{412439588_callao_06.09.2023_11:30_PM_685.4}
0.4634,TRAWLERS,YUEHUILAIYU43036,412466464,CHN,shenquan,51.6,51.8,DIFFER,0.0044,6.6,4.2,2023-09-06T00:54:55.000Z,2023-09-06T05:08:11.000Z,56fc3274b-b851-e371-67e4-838307a62ec0,TFCCTF{412466464_shenquan_06.09.2023_05:08_AM_51.8},TFCCTF{412466464_shenquan_06.09.2023_05:08_AM_51.6}
0.4621,TRAWLERS,SOVEREIGNTY,366899520,USA,akutan,66.1,62.8,DIFFER,0.05,8.9,4.0,2023-09-02T08:12:07.000Z,2023-09-02T12:13:29.000Z,3740893ee-e0e5-d8e7-d180-3f138ae4bf3f,TFCCTF{366899520_akutan_02.09.2023_12:13_PM_62.8},TFCCTF{366899520_akutan_02.09.2023_12:13_PM_66.1}
0.4611,FISHING,ZHEPUYU72355,412422097,CHN,ningbo,89.0,86.0,DIFFER,0.033,7.6,6.4,2023-09-05T12:55:47.000Z,2023-09-05T19:17:15.000Z,5f15ec16c-cced-3f42-3353-6277b7eadc9f,TFCCTF{412422097_ningbo_05.09.2023_07:17_PM_86.0},TFCCTF{412422097_ningbo_05.09.2023_07:17_PM_89.0}
0.4598,TRAWLERS,YUEHUILAIYU43503,412466487,CHN,shenquan,64.0,61.2,DIFFER,0.0436,8.2,4.2,2023-09-06T00:29:16.000Z,2023-09-06T04:42:21.000Z,4f053242b-b82b-a434-0844-2521f3be9e8f,TFCCTF{412466487_shenquan_06.09.2023_04:42_AM_61.2},TFCCTF{412466487_shenquan_06.09.2023_04:42_AM_64.0}
