score,story,tail_score,name,tail,tail_why,mmsi,flag,geartype,dep_port,n_pv,prior_30d,n_fish,gap_h,kn,km_calc,km_gfw,dkm,exact1dp,fish_start,src,vid,flag_calc,flag_gfw
0.0003,0.0007,0.4,SHIN YANG NO:2,G NO:2,"wide glyph at index 1-2, digits in tail",416000379,TWN,SET_LONGLINES,KEELUNG,47,7,90,14.91,6.16,170.0,156.3,13.7,no,2023-09-07T09:49:50,longline-slice,1a3b6dec3-3709-1688-9679-77e7380c0d7f,TFCCTF{416000379_keelung_07.09.2023_09:49_AM_170.0},TFCCTF{416000379_keelung_07.09.2023_09:49_AM_156.3}
0.0002,0.0028,0.08,DIEGO STAR 5,STAR 5,"no wide glyph, digits in tail",645491000,MUS,DRIFTING_LONGLINES,PORT LOUIS,5,4,69,34.69,7.62,489.7,467.7,22.0,no,2023-09-14T02:45:01,longline-slice,57f791132-2d2d-c118-a065-61e5c0616f2b,TFCCTF{645491000_port louis_14.09.2023_02:45_AM_489.7},TFCCTF{645491000_port louis_14.09.2023_02:45_AM_467.7}
0.0002,0.0011,0.22,ZHEDAIYUYUN01558,N01558,"wide glyph, wrong index, digits in tail",412426779,CHN,FISHING,NINGBO,24,7,51,17.2,8.24,262.4,246.7,15.7,no,2023-09-04T09:28:10,longline-slice,aa397820a-a714-42c8-d050-faf7a385dc3d,TFCCTF{412426779_ningbo_04.09.2023_09:28_AM_262.4},TFCCTF{412426779_ningbo_04.09.2023_09:28_AM_246.7}
0.0002,0.0004,0.55,FU SHENG JIN,NG JIN,"wide glyph, wrong index",416000846,TWN,DRIFTING_LONGLINES,LIUQIU,26,21,59,17.11,6.58,208.5,221.6,13.1,no,2023-09-08T18:36:10,longline-slice,bdec6bcd3-354b-64d7-6336-b2916f76ba4f,TFCCTF{416000846_liuqiu_08.09.2023_06:36_PM_208.5},TFCCTF{416000846_liuqiu_08.09.2023_06:36_PM_221.6}
0.0002,0.0011,0.22,ZHEPUYUYUN48880,N48880,"wide glyph, wrong index, digits in tail",412421364,CHN,FISHING,NINGBO,17,7,44,21.31,7.0,276.3,254.0,22.3,no,2023-09-05T07:55:02,longline-slice,24ad8f3df-fcbe-bc3e-1a49-2b753c267717,TFCCTF{412421364_ningbo_05.09.2023_07:55_AM_276.3},TFCCTF{412421364_ningbo_05.09.2023_07:55_AM_254.0}
0.0002,0.0012,0.2,PARVATI,ARVATI,no wide glyph,660001400,REU,DRIFTING_LONGLINES,REUNION,9,6,75,28.48,6.57,346.3,316.3,30.0,no,2023-09-17T18:10:54,longline-slice,22aa93060-0292-44c8-aeee-479cdd4c999c,TFCCTF{660001400_reunion_17.09.2023_06:10_PM_346.3},TFCCTF{660001400_reunion_17.09.2023_06:10_PM_316.3}
0.0002,0.0009,0.2,LONG FUH TSAIR, TSAIR,no wide glyph,416001762,TWN,DRIFTING_LONGLINES,KEELUNG,31,8,64,15.54,6.04,173.9,159.4,14.5,no,2023-09-07T10:17:07,longline-slice,2ab858148-82b1-9256-d9cc-9abd7658f23a,TFCCTF{416001762_keelung_07.09.2023_10:17_AM_173.9},TFCCTF{416001762_keelung_07.09.2023_10:17_AM_159.4}
0.0001,0.0005,0.2,MARCEL ANGIE III,IE III,no wide glyph,361001500,SPM,FISHING,ST PIERRE,47,31,23,10.64,6.87,135.4,139.0,3.6,no,2023-09-03T04:59:44,longline-slice,7d8b28311-16d2-c24b-75ae-97b9a2fa3870,TFCCTF{361001500_st pierre_03.09.2023_04:59_AM_135.4},TFCCTF{361001500_st pierre_03.09.2023_04:59_AM_139.0}
0.0001,0.0022,0.036,1,1,"no wide glyph, digits in tail, too short to be cut",416003167,TWN,SET_LONGLINES,DONGGANG,14,9,16,10.86,7.49,150.5,141.7,8.8,no,2023-09-07T09:24:46,longline-slice,98a993104-4bf5-7ba7-4e53-f08d034d3bc7,TFCCTF{416003167_donggang_07.09.2023_09:24_AM_150.5},TFCCTF{416003167_donggang_07.09.2023_09:24_AM_141.7}
0.0001,0.0003,0.4,MIAMARU NO.58, NO.58,"wide glyph at index 1-2, digits in tail",431001322,JPN,DRIFTING_LONGLINES,SENDAI,8,7,86,61.85,7.62,872.6,815.4,57.2,no,2023-09-16T17:12:20,longline-slice,404934cc8-8482-91b0-2542-ff6ba94c5bda,TFCCTF{431001322_sendai_16.09.2023_05:12_PM_872.6},TFCCTF{431001322_sendai_16.09.2023_05:12_PM_815.4}
0.0001,0.0007,0.2,GOLDEN EAGLE, EAGLE,no wide glyph,367132820,USA,DRIFTING_LONGLINES,HONOLULU,5,3,24,61.02,7.34,829.7,759.5,70.2,no,2023-09-10T13:30:48,longline-slice,ccac2589b-b1d2-0c3f-0526-2372a630baa9,TFCCTF{367132820_honolulu_10.09.2023_01:30_PM_829.7},TFCCTF{367132820_honolulu_10.09.2023_01:30_PM_759.5}
0.0001,0.0011,0.09,ITASCA,ITASCA,"no wide glyph, too short to be cut",367559120,USA,DRIFTING_LONGLINES,HONOLULU,5,4,30,47.29,6.07,531.7,488.8,42.9,no,2023-09-28T03:57:45,longline-slice,6bb455113-31f5-c067-c8d4-ae44212f8077,TFCCTF{367559120_honolulu_28.09.2023_03:57_AM_531.7},TFCCTF{367559120_honolulu_28.09.2023_03:57_AM_488.8}
0.0001,0.0001,1.0,SHOYO MARU,O MARU,wide glyph at index 1-2,431890000,JPN,FISHING,MISAKI,17,13,68,52.33,11.59,1123.2,1013.4,109.8,no,2023-09-08T04:54:46,longline-slice,6b8254394-4deb-b476-cf43-e77fdb136f34,TFCCTF{431890000_misaki_08.09.2023_04:54_AM_1123.2},TFCCTF{431890000_misaki_08.09.2023_04:54_AM_1013.4}
0.0,0.0002,0.22,QIONYANGYU14018,U14018,"wide glyph, wrong index, digits in tail",412520097,CHN,FISHING,GUANGZHOU,64,45,11,12.06,6.29,140.4,136.1,4.3,no,2023-09-12T03:40:37,longline-slice,32b32713c-c860-13cf-5bac-636c60f22aad,TFCCTF{412520097_guangzhou_12.09.2023_03:40_AM_140.4},TFCCTF{412520097_guangzhou_12.09.2023_03:40_AM_136.1}
0.0,0.0013,0.036,11588,11588,"no wide glyph, digits in tail, too short to be cut",412888881,CHN,FISHING,ZHUHAI,16,13,31,8.61,7.85,125.2,116.3,8.9,no,2023-09-05T15:51:51,longline-slice,930774d7e-ea80-425c-2bbf-256d65392882,TFCCTF{412888881_zhuhai_05.09.2023_03:51_PM_125.2},TFCCTF{412888881_zhuhai_05.09.2023_03:51_PM_116.3}
