score,geartype,name,mmsi,flag,port,km,gfw_nearest_km,kn,gap_h,depart_utc,fish_utc,n_port,n_fish,vessel_id,flag_guess
0.504,FISHING,YUAN JIA 1,412421129,CHN,callao,568.6,570.4,6.7,45.9,2023-09-10T01:35:21.000Z,2023-09-11T23:26:30.000Z,,,b1024a821-11fa-d0c9-a19b-7fd00b283fb7,TFCCTF{412421129_callao_11.09.2023_11:26_PM_568.6}
0.504,TRAWLERS,GUIBEIYU55138,412500366,CHN,yangjiang,94.0,84.6,9.7,5.2,2023-09-04T11:11:26.000Z,2023-09-04T16:26:23.000Z,,,2f824eb0c-c2e8-6cc1-33df-a361e584cfc2,TFCCTF{412500366_yangjiang_04.09.2023_04:26_PM_94.0}
0.503,TRAWLERS,ZHEDINGYU12239,412424545,CHN,zhoushan,349.7,230.1,7.9,23.8,2023-09-04T08:11:52.000Z,2023-09-05T08:00:39.000Z,,,ab2f3b4d9-9852-485d-c8f8-16573d58a011,TFCCTF{412424545_zhoushan_05.09.2023_08:00_AM_349.7}
0.503,TRAWLERS,GLACIER ENTERPRISE,273444750,RUS,kirkenes,548.7,374.6,7.8,38.0,2023-08-31T21:10:11.000Z,2023-09-02T11:12:05.000Z,,,9318ae4f1-1a03-9592-0d52-940376afecb9,TFCCTF{273444750_kirkenes_02.09.2023_11:12_AM_548.7}
0.502,TRAWLERS,ZHEXIANGYU25328,412437594,CHN,ningbo,291.4,205.7,7.7,20.5,2023-09-16T05:22:14.000Z,2023-09-17T01:54:27.000Z,,,12c2c7664-4415-0361-abad-de7ca5c7d9e0,TFCCTF{412437594_ningbo_17.09.2023_01:54_AM_291.4}
0.501,TRAWLERS,ZHELINGYU23761,412418915,CHN,taizhou,449.4,225.3,10.0,24.2,2023-09-04T20:48:43.000Z,2023-09-05T20:59:03.000Z,,,06fd9f3a3-36ca-f9c1-438a-cc5448a02256,TFCCTF{412418915_taizhou_05.09.2023_08:59_PM_449.4}
0.499,TRAWLERS,ZHELINGYU56138,412416925,CHN,songmen,475.1,254.2,8.9,28.7,2023-09-04T14:32:31.000Z,2023-09-05T19:12:22.000Z,,,3c2601945-5e2e-c122-06ee-a0e623e4845e,TFCCTF{412416925_songmen_05.09.2023_07:12_PM_475.1}
0.499,TRAWLERS,ZHELINGYU41082,412416304,CHN,taizhou,468.1,246.1,10.9,23.2,2023-09-04T15:58:34.000Z,2023-09-05T15:08:42.000Z,,,ac5977d34-4948-ed37-9930-bb782fd3c9b1,TFCCTF{412416304_taizhou_05.09.2023_03:08_PM_468.1}
0.499,FISHING,FWU SHING NO.16,416004338,TWN,zhongyun,77.2,78.7,10.7,3.9,2023-09-17T04:47:37.000Z,2023-09-17T08:41:10.000Z,,,08eab52ca-aa07-38d5-9b24-f055b9a1ca9b,TFCCTF{416004338_zhongyun_17.09.2023_08:41_AM_77.2}
0.498,TRAWLERS,RUITAIFENG919,412549437,CHN,conakry,121.0,96.4,10.7,6.1,2023-09-01T17:18:28.000Z,2023-09-01T23:26:01.000Z,,,af5e575fa-a507-62a3-4916-438ddce53510,TFCCTF{412549437_conakry_01.09.2023_11:26_PM_121.0}
0.497,TRAWLERS,ZHELINGYU17083,412416725,CHN,taizhou,244.6,141.6,11.2,11.8,2023-09-04T17:54:30.000Z,2023-09-05T05:40:19.000Z,,,94771754e-e820-29f1-53ca-55b46ab49e84,TFCCTF{412416725_taizhou_05.09.2023_05:40_AM_244.6}
0.497,FISHING,QIONGDANYU11168,413811168,CHN,zhuhai,161.3,143.5,7.1,12.3,2023-09-05T09:28:01.000Z,2023-09-05T21:48:04.000Z,,,62f33f9f1-17e1-96ae-029a-b0e575951ab7,TFCCTF{413811168_zhuhai_05.09.2023_09:48_PM_161.3}
0.496,FISHING,MINDONGYU62666,412446715,CHN,dongshan,425.3,276.5,7.9,29.0,2023-09-10T02:22:14.000Z,2023-09-11T07:21:47.000Z,,,803564e83-39f3-9ee5-6f3c-82a30de0efb7,TFCCTF{412446715_dongshan_11.09.2023_07:21_AM_425.3}
0.496,SQUID_JIGGER,NING TAI 26,412420469,CHN,callao,507.0,509.4,6.7,41.1,2023-09-15T06:54:37.000Z,2023-09-17T00:00:16.000Z,,,b63378d05-5b1d-e67b-6b4e-823952f66e94,TFCCTF{412420469_callao_17.09.2023_12:00_AM_507.0}
0.496,TRAWLERS,ZHELINGYU69137,412417541,CHN,taizhou,515.9,280.7,11.2,24.8,2023-09-22T13:15:16.000Z,2023-09-23T14:04:31.000Z,,,35636603f-f236-b5a9-d9dd-bcdb0358c079,TFCCTF{412417541_taizhou_23.09.2023_02:04_PM_515.9}
0.494,TRAWLERS,78053,413078053,CHN,songmen,482.0,254.0,11.0,23.6,2023-09-04T16:36:49.000Z,2023-09-05T16:14:45.000Z,,,73bbe4404-4d7a-c864-e192-1c26789a38fd,TFCCTF{413078053_songmen_05.09.2023_04:14_PM_482.0}
0.494,TRAWLERS,ZHELINGYU69108,412418479,CHN,songmen,482.2,256.8,8.9,29.2,2023-09-04T08:57:01.000Z,2023-09-05T14:11:32.000Z,,,4b501b9ac-cce4-fa96-63b4-acb91a72ad0d,TFCCTF{412418479_songmen_05.09.2023_02:11_PM_482.2}
0.494,TRAWLERS,ZHELINGYU23847,412416211,CHN,taizhou,306.1,183.2,11.8,14.1,2023-09-16T08:12:32.000Z,2023-09-16T22:16:07.000Z,,,20388724b-b331-a95c-37c7-1781865389a3,TFCCTF{412416211_taizhou_16.09.2023_10:16_PM_306.1}
0.494,FISHING,YUESHANWEIYU12178,412472219,CHN,shanwei,112.9,93.6,10.9,5.6,2023-09-14T07:31:07.000Z,2023-09-14T13:08:12.000Z,,,01306776b-bdb0-19fe-5537-75938f61b469,TFCCTF{412472219_shanwei_14.09.2023_01:08_PM_112.9}
0.494,FISHING,ZHEDINGYU14235,412424642,CHN,zhoushan,344.8,249.4,7.5,24.7,2023-09-04T04:03:51.000Z,2023-09-05T04:47:41.000Z,,,8d2744068-8510-3e3b-ebf2-ec4618bcc2ea,TFCCTF{412424642_zhoushan_05.09.2023_04:47_AM_344.8}
0.494,TUNA_PURSE_SEINES,JIN HUI 9,412371182,CHN,tarawa,93.3,92.3,11.8,4.3,2023-08-31T22:56:39.000Z,2023-09-01T03:12:05.000Z,,,45f393d18-8067-88c8-b77e-b9892edb228f,TFCCTF{412371182_tarawa_01.09.2023_03:12_AM_93.3}
0.494,TRAWLERS,ZHELINGYU95088,412419607,CHN,taizhou,451.6,224.9,9.6,25.3,2023-09-04T03:12:58.000Z,2023-09-05T04:33:45.000Z,,,94ff4b7e2-22d3-1721-ab8c-969366dd895d,TFCCTF{412419607_taizhou_05.09.2023_04:33_AM_451.6}
0.493,TRAWLERS,ZHELINGYU52029,412418377,CHN,songmen,469.5,251.1,8.9,28.6,2023-09-04T10:31:51.000Z,2023-09-05T15:08:35.000Z,,,b45b1c5f4-4110-c5ca-b801-0a3002457425,TFCCTF{412418377_songmen_05.09.2023_03:08_PM_469.5}
0.493,FISHING,ZHEDINGYU01102,412424538,CHN,zhoushan,328.7,234.7,7.6,23.5,2023-09-04T07:01:03.000Z,2023-09-05T06:28:27.000Z,,,5ccb08612-26ff-88e4-cde6-fea4dbf6396d,TFCCTF{412424538_zhoushan_05.09.2023_06:28_AM_328.7}
0.493,TRAWLERS,MARIA EUGENIA,701006083,ARG,mar del plata,561.1,277.6,9.7,31.1,2023-08-31T21:35:04.000Z,2023-09-02T04:43:04.000Z,,,ad503f68d-dbe5-e1d8-ca3c-33d0a29b662b,TFCCTF{701006083_mar del plata_02.09.2023_04:43_AM_561.1}
0.492,SET_LONGLINES,MINFUDINYULENG09999,412441376,CHN,shidao,89.1,87.8,11.6,4.2,2023-09-11T03:52:07.000Z,2023-09-11T08:01:14.000Z,,,65af35a49-9ebd-f67b-046c-f5f8104d05eb,TFCCTF{412441376_shidao_11.09.2023_08:01_AM_89.1}
0.492,TRAWLERS,08288,412449821,CHN,songmen,245.9,161.6,7.8,16.9,2023-09-04T15:01:29.000Z,2023-09-05T07:56:46.000Z,,,994fbefa1-133b-0cb3-b82b-b94b1e94cd3a,TFCCTF{412449821_songmen_05.09.2023_07:56_AM_245.9}
0.492,FISHING,ZHEDAIYU11555,412425853,CHN,diashan,483.8,245.1,9.3,28.1,2023-09-03T07:20:57.000Z,2023-09-04T11:24:23.000Z,,,518ec08f9-9299-4a78-0ed3-b0a5ee7f7a21,TFCCTF{412425853_diashan_04.09.2023_11:24_AM_483.8}
0.492,TRAWLERS,ZHEFENGYU12030,412439375,CHN,ningbo,289.4,205.7,7.6,20.6,2023-09-16T05:21:29.000Z,2023-09-17T01:59:54.000Z,,,210d9d833-3283-2acc-f2e8-8aa89645a9b9,TFCCTF{412439375_ningbo_17.09.2023_01:59_AM_289.4}
0.491,TRAWLERS,MIN LONG YU 66885,412444202,CHN,taizhou,241.8,135.1,9.4,13.9,2023-09-05T02:58:24.000Z,2023-09-05T16:53:28.000Z,,,60c891d39-9682-30bc-badb-c2d4bc8706dd,TFCCTF{412444202_taizhou_05.09.2023_04:53_PM_241.8}
0.491,TRAWLERS,ALFONSO RIERA CUARTO,224026860,ESP,dakar,334.6,171.1,9.2,19.6,2023-08-31T11:43:53.000Z,2023-09-01T07:21:58.000Z,,,a054330ca-a2bd-7d39-14d8-3f381abda295,TFCCTF{224026860_dakar_01.09.2023_07:21_AM_334.6}
0.491,SET_GILLNETS,ZHELINYU21966,412412174,CHN,gouqi island,151.0,122.3,7.8,10.4,2023-09-03T06:23:37.000Z,2023-09-03T16:49:07.000Z,,,1525556f6-6410-ca6a-8f36-d09a5d476da0,TFCCTF{412412174_gouqi island_03.09.2023_04:49_PM_151.0}
0.491,DRIFTING_LONGLINES,IMULA 0577 CHW,417057732,LKA,colombo,83.5,89.2,11.4,3.9,2023-09-05T23:32:17.000Z,2023-09-06T03:29:13.000Z,,,b5493dd6d-d99e-c6c5-ce6a-a3e69d211863,TFCCTF{417057732_colombo_06.09.2023_03:29_AM_83.5}
0.491,FISHING,MIN LONG YU 60785,412444766,CHN,taizhou,246.5,160.1,7.9,16.9,2023-09-05T04:10:26.000Z,2023-09-05T21:03:40.000Z,,,783d8ec49-943d-c846-0c2e-db2c3fb086d5,TFCCTF{412444766_taizhou_05.09.2023_09:03_PM_246.5}
0.491,SET_GILLNETS,BOURIEL,672000398,TUN,bizerte,106.2,111.9,7.6,7.6,2023-09-19T04:30:07.000Z,2023-09-19T12:04:01.000Z,,,2be752329-901c-25a9-e868-4ea6ea5db6ac,TFCCTF{672000398_bizerte_19.09.2023_12:04_PM_106.2}
0.491,FISHING,ZHELINYU21587,412413243,CHN,shanghai,170.6,120.6,8.5,10.9,2023-09-03T05:42:16.000Z,2023-09-03T16:34:57.000Z,,,b0fe19c0a-a4f2-64fe-547d-8090473d8c82,TFCCTF{412413243_shanghai_03.09.2023_04:34_PM_170.6}
0.49,SET_LONGLINES,YU CING NO88,416005741,TWN,gengfang,157.1,126.1,7.7,11.0,2023-09-05T00:16:43.000Z,2023-09-05T11:14:17.000Z,,,7c9e68eec-c4d0-0ca7-4eb0-6a5d182bc0bc,TFCCTF{416005741_gengfang_05.09.2023_11:14_AM_157.1}
0.49,FISHING,MARCEL ANGIE III,361001500,SPM,st pierre,135.4,139.0,6.9,10.6,2023-09-02T18:21:34.000Z,2023-09-03T04:59:44.000Z,,,7d8b28311-16d2-c24b-75ae-97b9a2fa3870,TFCCTF{361001500_st pierre_03.09.2023_04:59_AM_135.4}
0.49,TRAWLERS,MRTK 0752,273252000,RUS,retinskoe,272.9,234.2,7.0,21.0,2023-09-02T23:46:08.000Z,2023-09-03T20:48:39.000Z,,,148fbac08-8ac8-82db-78b4-ce678c8f5816,TFCCTF{273252000_retinskoe_03.09.2023_08:48_PM_272.9}
0.49,FISHING,ZHELINGYU20503,412411659,CHN,taizhou,330.0,198.7,11.8,15.1,2023-09-05T01:50:42.000Z,2023-09-05T16:55:07.000Z,,,4c734d750-02e4-d173-f580-a425cd6fb562,TFCCTF{412411659_taizhou_05.09.2023_04:55_PM_330.0}
0.489,TRAWLERS,PRAIA DE RODEIRA,224546000,ESP,cansado,199.0,123.7,9.1,11.8,2023-09-04T20:56:41.000Z,2023-09-05T08:41:51.000Z,,,ae36a2e64-4845-ad9d-4a2c-fddfd563d92a,TFCCTF{224546000_cansado_05.09.2023_08:41_AM_199.0}
0.489,FISHING,ZHELINYU21478,412413617,CHN,gouqi island,161.6,123.5,8.0,10.9,2023-09-03T06:08:55.000Z,2023-09-03T17:03:37.000Z,,,1a8aa137b-b211-b8bd-9be1-07dace0ae98f,TFCCTF{412413617_gouqi island_03.09.2023_05:03_PM_161.6}
0.489,TRAWLERS,DONA SANTINA II,710118394,BRA,rio grande,221.2,176.8,7.2,16.6,2023-09-05T15:12:06.000Z,2023-09-06T07:48:05.000Z,,,5b2da3ebb-b05c-f216-31e5-0607b1afdef8,TFCCTF{710118394_rio grande_06.09.2023_07:48_AM_221.2}
0.488,FISHING,MOLLA MADD,422341356,IRN,chabahar,235.2,148.4,8.0,15.8,2023-09-11T19:02:27.000Z,2023-09-12T10:52:52.000Z,,,0f9ff474d-dbe6-cab6-167c-10836bc88df0,TFCCTF{422341356_chabahar_12.09.2023_10:52_AM_235.2}
0.488,FISHING,MIN SHI YU 06230,412452731,CHN,yuhuan,183.4,135.6,7.8,12.8,2023-09-04T04:10:36.000Z,2023-09-04T16:56:44.000Z,,,22674e8b2-23bb-2544-4a70-f6885d9b21d0,TFCCTF{412452731_yuhuan_04.09.2023_04:56_PM_183.4}
0.488,TRAWLERS,SIVULLIQ,316014240,CAN,nuuk,561.1,332.5,11.8,25.8,2023-09-02T17:38:08.000Z,2023-09-03T19:23:14.000Z,,,5727eff33-398a-9e7a-d779-4f42f0c7149b,TFCCTF{316014240_nuuk_03.09.2023_07:23_PM_561.1}
0.487,FISHING,ZHE DAI YU 11555,900411555,,diashan,484.9,244.3,9.3,28.3,2023-09-03T07:23:34.000Z,2023-09-04T11:39:11.000Z,,,b2bb75829-9cce-4778-2102-3485a8021a81,TFCCTF{900411555_diashan_04.09.2023_11:39_AM_484.9}
0.487,FIXED_GEAR,BODIL,235078256,GBR,thyboron,93.0,89.2,8.4,6.0,2023-09-01T00:49:36.000Z,2023-09-01T06:48:06.000Z,,,203c13a98-8c67-36c2-af13-c990379a2f5d,TFCCTF{235078256_thyboron_01.09.2023_06:48_AM_93.0}
0.486,FISHING,18065,413018065,CHN,taizhou,295.6,196.5,7.8,20.6,2023-09-06T19:17:33.000Z,2023-09-07T15:50:52.000Z,,,281e2fd2f-f204-d78f-7219-f84a0f1af8b3,TFCCTF{413018065_taizhou_07.09.2023_03:50_PM_295.6}
0.486,POLE_AND_LINE,SEIRYUMARU NO.18,432366000,JPN,kagoshima,243.8,135.2,9.3,14.1,2023-09-16T04:20:23.000Z,2023-09-16T18:25:56.000Z,,,9b8ddf725-5a48-dd6b-4d36-1b17c9dda521,TFCCTF{432366000_kagoshima_16.09.2023_06:25_PM_243.8}
0.486,TRAWLERS,ZHELINGYU19066,412417729,CHN,taizhou,530.4,290.6,8.6,33.2,2023-09-05T12:19:06.000Z,2023-09-06T21:33:20.000Z,,,1b3bed080-0691-34c3-5cb3-2cb4031d2584,TFCCTF{412417729_taizhou_06.09.2023_09:33_PM_530.4}
0.486,TRAWLERS,BREST,273298800,RUS,murmansk,281.2,148.2,11.1,13.7,2023-09-02T22:32:41.000Z,2023-09-03T12:17:03.000Z,,,426ecf71b-b7f4-bcc7-4f1f-c2a83ddb33bc,TFCCTF{273298800_murmansk_03.09.2023_12:17_PM_281.2}
0.486,FISHING,YUEYANGXIYU31816,412468867,CHN,yangjiang,308.9,190.4,8.0,20.7,2023-09-04T15:14:39.000Z,2023-09-05T11:58:27.000Z,,,7fdd14b31-18b8-7cde-7ae3-2786187e33d5,TFCCTF{412468867_yangjiang_05.09.2023_11:58_AM_308.9}
0.485,FISHING,MINLIANYU61580,412445467,CHN,changqitou,166.3,110.5,10.4,8.7,2023-09-05T05:12:58.000Z,2023-09-05T13:52:03.000Z,,,6d538a9f3-39b4-469c-6a7e-2a7ca2d2bbc7,TFCCTF{412445467_changqitou_05.09.2023_01:52_PM_166.3}
0.485,TRAWLERS,ZHELINGYU29845,412417821,CHN,taizhou,299.1,174.0,8.3,19.5,2023-09-04T23:31:05.000Z,2023-09-05T18:59:04.000Z,,,0097da4aa-a9fb-92f2-e599-8a3b18fe0ef7,TFCCTF{412417821_taizhou_05.09.2023_06:59_PM_299.1}
0.484,TRAWLERS,ZHELINGYU23617,412418871,CHN,taizhou,283.2,178.6,7.9,19.2,2023-09-16T04:32:40.000Z,2023-09-16T23:47:36.000Z,,,3d8db031e-e331-5388-b6e8-f2a3007feb6d,TFCCTF{412418871_taizhou_16.09.2023_11:47_PM_283.2}
0.484,FISHING,LUJIAOYU60952,412349347,CHN,qingdao,173.1,120.1,8.5,11.0,2023-09-01T10:47:32.000Z,2023-09-01T21:45:54.000Z,,,6a314665c-c310-cb6e-c774-d6a16459d482,TFCCTF{412349347_qingdao_01.09.2023_09:45_PM_173.1}
0.483,FISHING,YUEYANGDONGYU13078,412476346,CHN,hongwan,134.8,99.9,9.4,7.7,2023-09-04T16:51:38.000Z,2023-09-05T00:35:23.000Z,,,5489cdf29-942c-f514-eda2-7737a1330666,TFCCTF{412476346_hongwan_05.09.2023_12:35_AM_134.8}
0.483,TRAWLERS,ZHELINGYU29933,412416407,CHN,taizhou,487.4,258.7,11.2,23.4,2023-09-04T15:28:27.000Z,2023-09-05T14:54:28.000Z,,,604feb766-6252-5bab-b16c-c88510229877,TFCCTF{412416407_taizhou_05.09.2023_02:54_PM_487.4}
0.483,SET_LONGLINES,CLIPPER ENDEAVOR,366297000,USA,dutch harbor,111.5,95.9,8.6,7.0,2023-09-01T04:44:57.000Z,2023-09-01T11:47:18.000Z,,,8191fec93-3653-3535-ee2a-a5ee2034ed6d,TFCCTF{366297000_dutch harbor_01.09.2023_11:47_AM_111.5}
0.482,TRAWLERS,ZHELINGYU78053,412417833,CHN,songmen,480.8,247.6,11.0,23.6,2023-09-04T16:08:23.000Z,2023-09-05T15:41:29.000Z,,,5b61833d8-890f-ba38-f61f-a002c1cbe135,TFCCTF{412417833_songmen_05.09.2023_03:41_PM_480.8}
0.482,TRAWLERS,ZHE LU YU 81417,412410792,CHN,taizhou,357.9,191.8,8.7,22.2,2023-09-04T09:29:16.000Z,2023-09-05T07:41:49.000Z,,,006468fe7-7e3d-cb28-5099-382b0e81cd59,TFCCTF{412410792_taizhou_05.09.2023_07:41_AM_357.9}
0.481,DRIFTING_LONGLINES,RAMON   ESTEFANIA,224098640,ESP,burela,483.7,238.3,10.6,24.6,2023-09-07T13:41:03.000Z,2023-09-08T14:18:54.000Z,,,0527a4936-68b8-2bbb-eb8e-66e760c0cc49,TFCCTF{224098640_burela_08.09.2023_02:18_PM_483.7}
0.481,FISHING,ZHEYUYU32333,412414678,CHN,pishandao,421.5,268.0,7.9,28.8,2023-09-05T08:10:29.000Z,2023-09-06T13:01:09.000Z,,,37e22ca20-060c-8ca0-10c7-45424438801f,TFCCTF{412414678_pishandao_06.09.2023_01:01_PM_421.5}
0.481,TRAWLERS,TAZIA 5,242051100,MAR,tangier,73.8,78.6,9.4,4.2,2023-09-01T00:31:23.000Z,2023-09-01T04:46:10.000Z,,,3ea51d566-60f2-94e3-4f83-63a3b7926f24,TFCCTF{242051100_tangier_01.09.2023_04:46_AM_73.8}
0.481,TRAWLERS,MINLONGYU66825,412596825,CHN,taizhou,232.6,167.2,12.5,10.0,2023-09-05T06:35:04.000Z,2023-09-05T16:36:17.000Z,,,079b19a4a-a750-d020-c8d4-d8c84dbc7cd0,TFCCTF{412596825_taizhou_05.09.2023_04:36_PM_232.6}
0.481,TRAWLERS,ZHELINGYU23216,412417802,CHN,taizhou,267.1,180.0,7.7,18.8,2023-09-16T04:57:54.000Z,2023-09-16T23:45:22.000Z,,,546aa42fd-d519-b6de-26c1-e807600bc358,TFCCTF{412417802_taizhou_16.09.2023_11:45_PM_267.1}
0.481,TRAWLERS,ZHEYUYU82223,412414701,CHN,ganjiang,297.0,243.8,7.1,22.7,2023-09-16T04:34:35.000Z,2023-09-17T03:14:44.000Z,,,24b6130b1-12a8-d162-5ab4-898b9d08d47c,TFCCTF{412414701_ganjiang_17.09.2023_03:14_AM_297.0}
0.481,SET_LONGLINES,MINXIAYU09729,412445046,CHN,ningbo,94.9,92.7,8.1,6.3,2023-09-05T09:54:33.000Z,2023-09-05T16:14:23.000Z,,,424dd630a-a358-ec7f-de55-0978ae97542f,TFCCTF{412445046_ningbo_05.09.2023_04:14_PM_94.9}
0.48,TRAWLERS,GUIBEIYU88668,412588668,CHN,yangjiang,157.2,119.0,8.1,10.5,2023-09-04T08:04:14.000Z,2023-09-04T18:32:04.000Z,,,adf0b37dc-c10a-b97a-e884-907d62c9596a,TFCCTF{412588668_yangjiang_04.09.2023_06:32_PM_157.2}
0.48,SET_LONGLINES,SHIN MINGSHIUNG NO16,416004164,TWN,keelung,160.6,147.6,6.8,12.7,2023-09-06T00:00:15.000Z,2023-09-06T12:43:44.000Z,,,051021f3b-b3e0-4b09-00e7-8dbeff97f6c2,TFCCTF{416004164_keelung_06.09.2023_12:43_PM_160.6}
0.479,POLE_AND_LINE,SHAKE N BAKE,337660110,,ruby island,79.4,81.6,8.7,4.9,2023-09-01T15:22:41.000Z,2023-09-01T20:16:44.000Z,,,665c2be7a-af03-35c2-26f6-482f545c3311,TFCCTF{337660110_ruby island_01.09.2023_08:16_PM_79.4}
0.479,TRAWLERS,885,412470792,CHN,taizhou,239.7,134.3,9.1,14.2,2023-09-05T02:42:18.000Z,2023-09-05T16:51:28.000Z,,,7c2f5fa49-9031-01e9-6b84-50f99bc2b4ec,TFCCTF{412470792_taizhou_05.09.2023_04:51_PM_239.7}
0.478,FIXED_GEAR,ZHEPUYU41185,412421844,CHN,zhoushan,358.6,284.0,7.2,27.1,2023-09-04T11:25:07.000Z,2023-09-05T14:28:12.000Z,,,aa0493c9a-a6a6-8a84-c3b1-3e3236114f97,TFCCTF{412421844_zhoushan_05.09.2023_02:28_PM_358.6}
0.478,TRAWLERS,ZHELINGYU20589,412416478,CHN,taizhou,262.9,169.4,7.8,18.2,2023-09-04T09:53:12.000Z,2023-09-05T04:03:22.000Z,,,79710c046-6539-cae2-e8ce-47544f8458b8,TFCCTF{412416478_taizhou_05.09.2023_04:03_AM_262.9}
0.478,POLE_AND_LINE,JESSICA 1,760066412,PER,la punta anchorage,73.4,76.6,9.4,4.2,2023-09-04T14:42:24.000Z,2023-09-04T18:55:47.000Z,,,a53cd62c0-057d-b38d-e799-79a6cd8ea7dc,TFCCTF{760066412_la punta anchorage_04.09.2023_06:55_PM_73.4}
0.478,SET_LONGLINES,SUQIYU03604,320603604,,lusi,363.0,184.4,9.0,21.8,2023-09-15T12:26:58.000Z,2023-09-16T10:13:09.000Z,,,41355afd0-061c-c460-776c-7d9c20c58092,TFCCTF{320603604_lusi_16.09.2023_10:13_AM_363.0}
0.477,SET_GILLNETS,2 GEUM GANG HO,440409310,KOR,ulsan,78.5,76.0,10.6,4.0,2023-09-07T19:16:38.000Z,2023-09-07T23:15:30.000Z,,,901255aaa-ac67-c5ec-442a-4996cc76b167,TFCCTF{440409310_ulsan_07.09.2023_11:15_PM_78.5}
0.477,TRAWLERS,CARAPAU1,659424000,NAM,walvis bay,134.4,128.8,7.0,10.3,2023-09-29T20:13:10.000Z,2023-09-30T06:31:01.000Z,,,b37ff6f7d-df54-28f9-c352-354822bc9327,TFCCTF{659424000_walvis bay_30.09.2023_06:31_AM_134.4}
0.477,FISHING,ZHE DAI YU02455,412426878,CHN,yangshan,207.7,163.5,7.2,15.6,2023-09-16T05:52:00.000Z,2023-09-16T21:30:43.000Z,,,4ba9eaefc-cc8c-15ae-fbd1-dce70da2bd91,TFCCTF{412426878_yangshan_16.09.2023_09:30_PM_207.7}
0.477,TRAWLERS,ZHE DING YU 01197,900201197,,zhoushan,326.6,231.3,7.5,23.6,2023-09-04T07:21:17.000Z,2023-09-05T06:54:43.000Z,,,63ace861d-d7f9-6ab9-0c1c-1c5cc4b5a846,TFCCTF{900201197_zhoushan_05.09.2023_06:54_AM_326.6}
0.477,TRAWLERS,ZHEXIANGYU42019,412437257,CHN,shipu,200.1,132.2,8.2,13.2,2023-09-16T08:49:31.000Z,2023-09-16T21:58:37.000Z,,,a242e6d1b-bbdb-4e71-604d-514775719ace,TFCCTF{412437257_shipu_16.09.2023_09:58_PM_200.1}
0.477,FISHING,23212,412005228,CHN,taizhou,432.4,209.4,10.5,22.2,2023-09-04T06:49:56.000Z,2023-09-05T05:03:56.000Z,,,ac6ee8e78-81f2-8e8d-2cab-4fee960bc37a,TFCCTF{412005228_taizhou_05.09.2023_05:03_AM_432.4}
0.477,TRAWLERS,ZHELINGYU23136,412417074,CHN,taizhou,179.0,125.4,8.2,11.8,2023-09-05T12:01:13.000Z,2023-09-05T23:49:59.000Z,,,6e6ea112d-d598-b64a-1409-58d33aaf1d7d,TFCCTF{412417074_taizhou_05.09.2023_11:49_PM_179.0}
0.476,TRAWLERS,MINB LO G YU 60368,412444848,CHN,taizhou,230.5,138.8,8.4,14.8,2023-09-05T02:40:28.000Z,2023-09-05T17:27:46.000Z,,,6d0da2e4f-f45c-e406-794c-d0acbd41f40f,TFCCTF{412444848_taizhou_05.09.2023_05:27_PM_230.5}
0.476,SET_GILLNETS,2017 YONG JIN,440066580,KOR,hamori,380.4,285.8,7.3,28.1,2023-09-02T23:18:20.000Z,2023-09-04T03:26:49.000Z,,,58b342862-2e2b-23ee-5548-64e4cff71ad8,TFCCTF{440066580_hamori_04.09.2023_03:26_AM_380.4}
0.476,FISHING,YUE HUI LAI YU 22272,412422272,CHN,jinghai,88.9,85.2,11.5,4.2,2023-09-09T14:42:04.000Z,2023-09-09T18:53:14.000Z,,,658eb3696-64a6-9ef3-c41b-91719b57db49,TFCCTF{412422272_jinghai_09.09.2023_06:53_PM_88.9}
0.476,FISHING,NEWFOUNDLANDCHAMPION,316009210,CAN,come by chance,291.2,153.0,8.7,18.0,2023-09-26T16:08:50.000Z,2023-09-27T10:07:33.000Z,,,438ce4e1e-ee68-ad52-b92c-6122a763524b,TFCCTF{316009210_come by chance_27.09.2023_10:07_AM_291.2}
0.476,TRAWLERS,ZHELINGYU60098,412418487,CHN,taizhou,275.4,172.8,7.9,18.8,2023-09-16T05:30:03.000Z,2023-09-17T00:20:10.000Z,,,003318f9a-a1b2-becc-7957-59d2dddcf7c0,TFCCTF{412418487_taizhou_17.09.2023_12:20_AM_275.4}
0.475,TRAWLERS,ZHENLIYU78033,412410308,CHN,taizhou,232.4,168.3,12.6,10.0,2023-09-16T09:00:32.000Z,2023-09-16T18:58:19.000Z,,,6944e4c6c-c490-f431-68fc-5e09743262d7,TFCCTF{412410308_taizhou_16.09.2023_06:58_PM_232.4}
0.475,FISHING,ZHEPUYUYUN68652,412421507,CHN,zhoushan,268.2,174.5,7.8,18.7,2023-09-04T10:23:44.000Z,2023-09-05T05:03:48.000Z,,,8f7390e1b-b1fd-b23a-4760-7092b063cd83,TFCCTF{412421507_zhoushan_05.09.2023_05:03_AM_268.2}
0.474,TRAWLERS,YUEJIANGCHENGYU90691,412483686,CHN,yangjiang,85.2,79.9,9.1,5.1,2023-09-09T16:02:06.000Z,2023-09-09T21:05:40.000Z,,,36c7a490a-a159-56fc-f347-068cd26bffce,TFCCTF{412483686_yangjiang_09.09.2023_09:05_PM_85.2}
